,Title,Description,Rated_General Audiences,Rated_Mature Audiences,Rated_Not Rated,Rated_Parental Guidance,Netflix_director,Actor_Weight,Netflix_popular_company,Running Time(mins)_scaled,Wins_scaled,Nominations_scaled,IMDb Votes_scaled,IMDb Score_scaled,Release Year_scaled,Multiple Production Companies,International,Release Year,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Primary_Country_Argentina,Primary_Country_Australia,Primary_Country_Austria,Primary_Country_Belgium,Primary_Country_Brazil,Primary_Country_Cambodia,Primary_Country_Canada,Primary_Country_Chile,Primary_Country_China,Primary_Country_Czech Republic,Primary_Country_Denmark,Primary_Country_France,Primary_Country_Georgia,Primary_Country_Germany,Primary_Country_Greece,Primary_Country_Hong Kong,Primary_Country_Hungary,Primary_Country_Iceland,Primary_Country_India,Primary_Country_Indonesia,Primary_Country_Ireland,Primary_Country_Israel,Primary_Country_Italy,Primary_Country_Japan,Primary_Country_Mexico,Primary_Country_Netherlands,Primary_Country_New Zealand,Primary_Country_Nigeria,Primary_Country_Norway,Primary_Country_Pakistan,Primary_Country_Peru,Primary_Country_Philippines,Primary_Country_Poland,Primary_Country_South Africa,Primary_Country_South Korea,Primary_Country_Spain,Primary_Country_Sweden,Primary_Country_Thailand,Primary_Country_Turkey,Primary_Country_United Arab Emirates,Primary_Country_United Kingdom,Primary_Country_United States,Cleaned_Description,Token_Description,Stem_Description,Stem_Description_String
271,ReMastered: Devil at the Crossroads,"A look at the short, mysterious life of blues legend, Robert Johnson, who was said to have made a deal with the Devil at a crossroads in rural Mississippi.",0,0,1,0,1,0.0034883720930232,0,0.195,0.0,0.0028089887640449,0.0040254364062644,0.7285714285714286,0.9591836734693864,1,0,2019,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,a look at the short mysterious life of blues legend robert johnson who was said to have made a deal with the devil at a crossroads in rural mississippi,"['a', 'look', 'at', 'the', 'short', 'mysterious', 'life', 'of', 'blues', 'legend', 'robert', 'johnson', 'who', 'was', 'said', 'to', 'have', 'made', 'a', 'deal', 'with', 'the', 'devil', 'at', 'a', 'crossroads', 'in', 'rural', 'mississippi']","['a', 'look', 'at', 'the', 'short', 'mysteri', 'life', 'of', 'blue', 'legend', 'robert', 'johnson', 'who', 'wa', 'said', 'to', 'have', 'made', 'a', 'deal', 'with', 'the', 'devil', 'at', 'a', 'crossroad', 'in', 'rural', 'mississippi']",a look at the short mysteri life of blue legend robert johnson who wa said to have made a deal with the devil at a crossroad in rural mississippi
272,Knock Down the House,"Four exceptional women mount grassroots campaigns against powerful incumbents in Knock Down the House, an inspiring look at the 2018 midterm elections that tipped the balance of power. When tragedy struck her family in the middle of the financial crisis, Bronx-born Alexandria Ocasio-Cortez had to work double shifts as a bartender to save her home from foreclosure. After losing a loved one to a preventable medical condition, Amy Vilela didn't know what to do with the anger she felt about America's broken health care system. Cori Bush, a registered nurse and pastor, was drawn to the streets when the police shooting of an unarmed black man brought protests and tanks into her neighborhood. A coal miner's daughter, Paula Jean Swearengin was fed up with watching her friends and family suffer from the environmental effects of the coal industry.",0,0,0,1,0,0.0034883720930232,0,0.385,0.0218181818181818,0.0365168539325842,0.0174834494726134,0.7857142857142858,0.9591836734693864,1,0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,four exceptional women mount grassroots campaigns against powerful incumbents in knock down the house an inspiring look at the 2018 midterm elections that tipped the balance of power when tragedy struck her family in the middle of the financial crisis bronxborn alexandria ocasiocortez had to work double shifts as a bartender to save her home from foreclosure after losing a loved one to a preventable medical condition amy vilela didnt know what to do with the anger she felt about americas broken health care system cori bush a registered nurse and pastor was drawn to the streets when the police shooting of an unarmed black man brought protests and tanks into her neighborhood a coal miners daughter paula jean swearengin was fed up with watching her friends and family suffer from the environmental effects of the coal industry,"['four', 'exceptional', 'women', 'mount', 'grassroots', 'campaigns', 'against', 'powerful', 'incumbents', 'in', 'knock', 'down', 'the', 'house', 'an', 'inspiring', 'look', 'at', 'the', '2018', 'midterm', 'elections', 'that', 'tipped', 'the', 'balance', 'of', 'power', 'when', 'tragedy', 'struck', 'her', 'family', 'in', 'the', 'middle', 'of', 'the', 'financial', 'crisis', 'bronxborn', 'alexandria', 'ocasiocortez', 'had', 'to', 'work', 'double', 'shifts', 'as', 'a', 'bartender', 'to', 'save', 'her', 'home', 'from', 'foreclosure', 'after', 'losing', 'a', 'loved', 'one', 'to', 'a', 'preventable', 'medical', 'condition', 'amy', 'vilela', 'didnt', 'know', 'what', 'to', 'do', 'with', 'the', 'anger', 'she', 'felt', 'about', 'americas', 'broken', 'health', 'care', 'system', 'cori', 'bush', 'a', 'registered', 'nurse', 'and', 'pastor', 'was', 'drawn', 'to', 'the', 'streets', 'when', 'the', 'police', 'shooting', 'of', 'an', 'unarmed', 'black', 'man', 'brought', 'protests', 'and', 'tanks', 'into', 'her', 'neighborhood', 'a', 'coal', 'miners', 'daughter', 'paula', 'jean', 'swearengin', 'was', 'fed', 'up', 'with', 'watching', 'her', 'friends', 'and', 'family', 'suffer', 'from', 'the', 'environmental', 'effects', 'of', 'the', 'coal', 'industry']","['four', 'except', 'women', 'mount', 'grassroot', 'campaign', 'against', 'power', 'incumb', 'in', 'knock', 'down', 'the', 'hous', 'an', 'inspir', 'look', 'at', 'the', '2018', 'midterm', 'elect', 'that', 'tip', 'the', 'balanc', 'of', 'power', 'when', 'tragedi', 'struck', 'her', 'famili', 'in', 'the', 'middl', 'of', 'the', 'financi', 'crisi', 'bronxborn', 'alexandria', 'ocasiocortez', 'had', 'to', 'work', 'doubl', 'shift', 'as', 'a', 'bartend', 'to', 'save', 'her', 'home', 'from', 'foreclosur', 'after', 'lose', 'a', 'love', 'one', 'to', 'a', 'prevent', 'medic', 'condit', 'ami', 'vilela', 'didnt', 'know', 'what', 'to', 'do', 'with', 'the', 'anger', 'she', 'felt', 'about', 'america', 'broken', 'health', 'care', 'system', 'cori', 'bush', 'a', 'regist', 'nurs', 'and', 'pastor', 'wa', 'drawn', 'to', 'the', 'street', 'when', 'the', 'polic', 'shoot', 'of', 'an', 'unarm', 'black', 'man', 'brought', 'protest', 'and', 'tank', 'into', 'her', 'neighborhood', 'a', 'coal', 'miner', 'daughter', 'paula', 'jean', 'swearengin', 'wa', 'fed', 'up', 'with', 'watch', 'her', 'friend', 'and', 'famili', 'suffer', 'from', 'the', 'environment', 'effect', 'of', 'the', 'coal', 'industri']",four except women mount grassroot campaign against power incumb in knock down the hous an inspir look at the 2018 midterm elect that tip the balanc of power when tragedi struck her famili in the middl of the financi crisi bronxborn alexandria ocasiocortez had to work doubl shift as a bartend to save her home from foreclosur after lose a love one to a prevent medic condit ami vilela didnt know what to do with the anger she felt about america broken health care system cori bush a regist nurs and pastor wa drawn to the street when the polic shoot of an unarm black man brought protest and tank into her neighborhood a coal miner daughter paula jean swearengin wa fed up with watch her friend and famili suffer from the environment effect of the coal industri
273,All in My Family,"From documentarian Hao Wu comes a heartfelt portrait of how he created a thoroughly modern family in America, only to face the dilemma of introducing his same-sex partner and their children to his deeply traditional parents and relatives in China.",0,0,1,0,0,0.0197674418604651,0,0.15,0.0,0.0,0.0010036392121024,0.7,0.9591836734693864,1,0,2019,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,from documentarian hao wu comes a heartfelt portrait of how he created a thoroughly modern family in america only to face the dilemma of introducing his samesex partner and their children to his deeply traditional parents and relatives in china,"['from', 'documentarian', 'hao', 'wu', 'comes', 'a', 'heartfelt', 'portrait', 'of', 'how', 'he', 'created', 'a', 'thoroughly', 'modern', 'family', 'in', 'america', 'only', 'to', 'face', 'the', 'dilemma', 'of', 'introducing', 'his', 'samesex', 'partner', 'and', 'their', 'children', 'to', 'his', 'deeply', 'traditional', 'parents', 'and', 'relatives', 'in', 'china']","['from', 'documentarian', 'hao', 'wu', 'come', 'a', 'heartfelt', 'portrait', 'of', 'how', 'he', 'creat', 'a', 'thoroughli', 'modern', 'famili', 'in', 'america', 'onli', 'to', 'face', 'the', 'dilemma', 'of', 'introduc', 'hi', 'samesex', 'partner', 'and', 'their', 'children', 'to', 'hi', 'deepli', 'tradit', 'parent', 'and', 'rel', 'in', 'china']",from documentarian hao wu come a heartfelt portrait of how he creat a thoroughli modern famili in america onli to face the dilemma of introduc hi samesex partner and their children to hi deepli tradit parent and rel in china
274,ReMastered: The Lion's Share,"South African journalist Rian Malan searches for the original writers of the legendary song ""The Lion Sleeps Tonight.""",0,0,1,0,0,0.0034883720930232,0,0.375,0.0072727272727272,0.0028089887640449,0.0009138828598005,0.7142857142857144,0.948979591836732,1,0,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,south african journalist rian malan searches for the original writers of the legendary song the lion sleeps tonight,"['south', 'african', 'journalist', 'rian', 'malan', 'searches', 'for', 'the', 'original', 'writers', 'of', 'the', 'legendary', 'song', 'the', 'lion', 'sleeps', 'tonight']","['south', 'african', 'journalist', 'rian', 'malan', 'search', 'for', 'the', 'origin', 'writer', 'of', 'the', 'legendari', 'song', 'the', 'lion', 'sleep', 'tonight']",south african journalist rian malan search for the origin writer of the legendari song the lion sleep tonight
275,A Tale of Two Kitchens,"Two countries, two restaurants, one vision. At Gabriela Cámara's acclaimed Contramar in Mexico City, the welcoming, uniformed waiters are as beloved by diners as the menu featuring fresh, local seafood caught within 24 hours. The entire staff sees themselves as part of an extended family. Meanwhile at Cala in San Francisco, Cámara hires staff from different backgrounds and cultures, including ex-felons and ex-addicts, who view the work as an important opportunity to grow as individuals. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",0,0,1,0,0,0.0197674418604651,0,0.0999999999999999,0.0,0.0,0.0004107033090175,0.6285714285714286,0.9591836734693864,1,1,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,two countries two restaurants one vision at gabriela cámaras acclaimed contramar in mexico city the welcoming uniformed waiters are as beloved by diners as the menu featuring fresh local seafood caught within 24 hours the entire staff sees themselves as part of an extended family meanwhile at cala in san francisco cámara hires staff from different backgrounds and cultures including exfelons and exaddicts who view the work as an important opportunity to grow as individuals a tale of two kitchens explores the ways in which a restaurant can serve as a place of both dignity and community,"['two', 'countries', 'two', 'restaurants', 'one', 'vision', 'at', 'gabriela', 'cámaras', 'acclaimed', 'contramar', 'in', 'mexico', 'city', 'the', 'welcoming', 'uniformed', 'waiters', 'are', 'as', 'beloved', 'by', 'diners', 'as', 'the', 'menu', 'featuring', 'fresh', 'local', 'seafood', 'caught', 'within', '24', 'hours', 'the', 'entire', 'staff', 'sees', 'themselves', 'as', 'part', 'of', 'an', 'extended', 'family', 'meanwhile', 'at', 'cala', 'in', 'san', 'francisco', 'cámara', 'hires', 'staff', 'from', 'different', 'backgrounds', 'and', 'cultures', 'including', 'exfelons', 'and', 'exaddicts', 'who', 'view', 'the', 'work', 'as', 'an', 'important', 'opportunity', 'to', 'grow', 'as', 'individuals', 'a', 'tale', 'of', 'two', 'kitchens', 'explores', 'the', 'ways', 'in', 'which', 'a', 'restaurant', 'can', 'serve', 'as', 'a', 'place', 'of', 'both', 'dignity', 'and', 'community']","['two', 'countri', 'two', 'restaur', 'one', 'vision', 'at', 'gabriela', 'cámara', 'acclaim', 'contramar', 'in', 'mexico', 'citi', 'the', 'welcom', 'uniform', 'waiter', 'are', 'as', 'belov', 'by', 'diner', 'as', 'the', 'menu', 'featur', 'fresh', 'local', 'seafood', 'caught', 'within', '24', 'hour', 'the', 'entir', 'staff', 'see', 'themselv', 'as', 'part', 'of', 'an', 'extend', 'famili', 'meanwhil', 'at', 'cala', 'in', 'san', 'francisco', 'cámara', 'hire', 'staff', 'from', 'differ', 'background', 'and', 'cultur', 'includ', 'exfelon', 'and', 'exaddict', 'who', 'view', 'the', 'work', 'as', 'an', 'import', 'opportun', 'to', 'grow', 'as', 'individu', 'a', 'tale', 'of', 'two', 'kitchen', 'explor', 'the', 'way', 'in', 'which', 'a', 'restaur', 'can', 'serv', 'as', 'a', 'place', 'of', 'both', 'digniti', 'and', 'commun']",two countri two restaur one vision at gabriela cámara acclaim contramar in mexico citi the welcom uniform waiter are as belov by diner as the menu featur fresh local seafood caught within 24 hour the entir staff see themselv as part of an extend famili meanwhil at cala in san francisco cámara hire staff from differ background and cultur includ exfelon and exaddict who view the work as an import opportun to grow as individu a tale of two kitchen explor the way in which a restaur can serv as a place of both digniti and commun
276,After Maria,Strong Puerto Rican women forced to flee the island after Hurricane Maria have bonded like family in a FEMA hotel in the Bronx. They seek stability in their new life as forces try to pull them apart.,0,0,1,0,1,0.0011627906976744,0,0.14,0.0,0.0056179775280898,0.0005589372847887,0.4285714285714286,0.9591836734693864,0,0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,strong puerto rican women forced to flee the island after hurricane maria have bonded like family in a fema hotel in the bronx they seek stability in their new life as forces try to pull them apart,"['strong', 'puerto', 'rican', 'women', 'forced', 'to', 'flee', 'the', 'island', 'after', 'hurricane', 'maria', 'have', 'bonded', 'like', 'family', 'in', 'a', 'fema', 'hotel', 'in', 'the', 'bronx', 'they', 'seek', 'stability', 'in', 'their', 'new', 'life', 'as', 'forces', 'try', 'to', 'pull', 'them', 'apart']","['strong', 'puerto', 'rican', 'women', 'forc', 'to', 'flee', 'the', 'island', 'after', 'hurrican', 'maria', 'have', 'bond', 'like', 'famili', 'in', 'a', 'fema', 'hotel', 'in', 'the', 'bronx', 'they', 'seek', 'stabil', 'in', 'their', 'new', 'life', 'as', 'forc', 'tri', 'to', 'pull', 'them', 'apart']",strong puerto rican women forc to flee the island after hurrican maria have bond like famili in a fema hotel in the bronx they seek stabil in their new life as forc tri to pull them apart
277,The Black Godfather,"Follows the life of Clarence Avant, the ultimate, uncensored mentor and behind-the-scenes rainmaker in music, film, TV and politics.",0,1,0,0,0,0.0034883720930232,0,0.5449999999999999,0.0145454545454545,0.0140449438202247,0.0019474408560036,0.8,0.9591836734693864,0,0,2019,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,follows the life of clarence avant the ultimate uncensored mentor and behindthescenes rainmaker in music film tv and politics,"['follows', 'the', 'life', 'of', 'clarence', 'avant', 'the', 'ultimate', 'uncensored', 'mentor', 'and', 'behindthescenes', 'rainmaker', 'in', 'music', 'film', 'tv', 'and', 'politics']","['follow', 'the', 'life', 'of', 'clarenc', 'avant', 'the', 'ultim', 'uncensor', 'mentor', 'and', 'behindthescen', 'rainmak', 'in', 'music', 'film', 'tv', 'and', 'polit']",follow the life of clarenc avant the ultim uncensor mentor and behindthescen rainmak in music film tv and polit
278,Life Overtakes Me,"Hundreds of refugee children in Sweden, who have fled with their families from extreme trauma, have become afflicted with 'uppgivenhetssyndrom,' or Resignation Syndrome. Facing deportation, they withdraw from the world into a coma-like state, as if frozen, for months, or even years.",0,0,0,1,0,0.0034883720930232,0,0.15,0.0072727272727272,0.0056179775280898,0.0028055659817985,0.657142857142857,0.9591836734693864,1,1,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,hundreds of refugee children in sweden who have fled with their families from extreme trauma have become afflicted with uppgivenhetssyndrom or resignation syndrome facing deportation they withdraw from the world into a comalike state as if frozen for months or even years,"['hundreds', 'of', 'refugee', 'children', 'in', 'sweden', 'who', 'have', 'fled', 'with', 'their', 'families', 'from', 'extreme', 'trauma', 'have', 'become', 'afflicted', 'with', 'uppgivenhetssyndrom', 'or', 'resignation', 'syndrome', 'facing', 'deportation', 'they', 'withdraw', 'from', 'the', 'world', 'into', 'a', 'comalike', 'state', 'as', 'if', 'frozen', 'for', 'months', 'or', 'even', 'years']","['hundr', 'of', 'refuge', 'children', 'in', 'sweden', 'who', 'have', 'fled', 'with', 'their', 'famili', 'from', 'extrem', 'trauma', 'have', 'becom', 'afflict', 'with', 'uppgivenhetssyndrom', 'or', 'resign', 'syndrom', 'face', 'deport', 'they', 'withdraw', 'from', 'the', 'world', 'into', 'a', 'comalik', 'state', 'as', 'if', 'frozen', 'for', 'month', 'or', 'even', 'year']",hundr of refuge children in sweden who have fled with their famili from extrem trauma have becom afflict with uppgivenhetssyndrom or resign syndrom face deport they withdraw from the world into a comalik state as if frozen for month or even year
279,The Edge of Democracy,"A cautionary tale for these times of democracy in crisis, the personal and political fuse in The Edge of Democracy to explore one of the most dramatic periods in Brazilian history. Combining unprecedented access to Presidents Lula da Silva and Dilma Rousseff with accounts of her own family's complex political and industrial past, filmmaker Petra Costa (Elena, 2012) witnesses their rise and fall and the tragically polarized nation that remains.",0,1,0,0,0,0.0034883720930232,0,0.5599999999999999,0.0109090909090909,0.0421348314606741,0.020959468207212,0.7714285714285714,0.9591836734693864,0,0,2019,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a cautionary tale for these times of democracy in crisis the personal and political fuse in the edge of democracy to explore one of the most dramatic periods in brazilian history combining unprecedented access to presidents lula da silva and dilma rousseff with accounts of her own familys complex political and industrial past filmmaker petra costa elena 2012 witnesses their rise and fall and the tragically polarized nation that remains,"['a', 'cautionary', 'tale', 'for', 'these', 'times', 'of', 'democracy', 'in', 'crisis', 'the', 'personal', 'and', 'political', 'fuse', 'in', 'the', 'edge', 'of', 'democracy', 'to', 'explore', 'one', 'of', 'the', 'most', 'dramatic', 'periods', 'in', 'brazilian', 'history', 'combining', 'unprecedented', 'access', 'to', 'presidents', 'lula', 'da', 'silva', 'and', 'dilma', 'rousseff', 'with', 'accounts', 'of', 'her', 'own', 'familys', 'complex', 'political', 'and', 'industrial', 'past', 'filmmaker', 'petra', 'costa', 'elena', '2012', 'witnesses', 'their', 'rise', 'and', 'fall', 'and', 'the', 'tragically', 'polarized', 'nation', 'that', 'remains']","['a', 'cautionari', 'tale', 'for', 'these', 'time', 'of', 'democraci', 'in', 'crisi', 'the', 'person', 'and', 'polit', 'fuse', 'in', 'the', 'edg', 'of', 'democraci', 'to', 'explor', 'one', 'of', 'the', 'most', 'dramat', 'period', 'in', 'brazilian', 'histori', 'combin', 'unpreced', 'access', 'to', 'presid', 'lula', 'da', 'silva', 'and', 'dilma', 'rousseff', 'with', 'account', 'of', 'her', 'own', 'famili', 'complex', 'polit', 'and', 'industri', 'past', 'filmmak', 'petra', 'costa', 'elena', '2012', 'wit', 'their', 'rise', 'and', 'fall', 'and', 'the', 'tragic', 'polar', 'nation', 'that', 'remain']",a cautionari tale for these time of democraci in crisi the person and polit fuse in the edg of democraci to explor one of the most dramat period in brazilian histori combin unpreced access to presid lula da silva and dilma rousseff with account of her own famili complex polit and industri past filmmak petra costa elena 2012 wit their rise and fall and the tragic polar nation that remain
280,Parchis: The Documentary,"A documentary about the rise and fall of the Spanish children's music group, Parchis.",0,0,1,0,0,0.0034883720930232,0,0.485,0.0,0.0,0.0007602091051019,0.7,0.9591836734693864,1,0,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,a documentary about the rise and fall of the spanish childrens music group parchis,"['a', 'documentary', 'about', 'the', 'rise', 'and', 'fall', 'of', 'the', 'spanish', 'childrens', 'music', 'group', 'parchis']","['a', 'documentari', 'about', 'the', 'rise', 'and', 'fall', 'of', 'the', 'spanish', 'children', 'music', 'group', 'parchi']",a documentari about the rise and fall of the spanish children music group parchi
